Identifiant du lieu;Année du tournage;Type de tournage;Titre;Réalisateur;Producteur;Localisation de la scène;Code postal;Date de début;Date de fin;Coordonnée en X;Coordonnée en Y;geo_shape;geo_point_2d
2019-978;2019;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;rue bignon, 75012 paris;75012;2019-07-23;2019-07-23;2.38840633;48.84053573;"{""coordinates"": [2.388406328773904, 48.84053572875942], ""type"": ""Point""}";48.84053572875942, 2.388406328773904
2019-986;2019;Long métrage;Par-dessus l'épaule de Jonas;Jérôme Bonnell;DIAPHANA FILMS;rue de wattignies, 75012 paris;75012;2019-08-28;2019-08-29;2.39785325;48.83542621;"{""coordinates"": [2.3978532537837047, 48.83542620885181], ""type"": ""Point""}";48.83542620885181, 2.3978532537837047
2019-995;2019;Long métrage;CHACUN CHEZ SOI !;Michèle Laroque;ALTER FILMS - CHACUN CHEZ SOI !;5 rue la quintinie, 75015 paris;75015;2019-08-02;2019-08-03;2.30658345;48.83916388;"{""coordinates"": [2.3065834504168996, 48.83916387786703], ""type"": ""Point""}";48.83916387786703, 2.3065834504168996
2019-46;2019;Série TV;Les Sauvages;Rebecca Zlotowski;CPB FILMS;16 rue des petites ecuries, 75010 paris;75010;2019-02-04;2019-02-06;2.35247341;48.87351428;"{""coordinates"": [2.3524734053464464, 48.87351428276209], ""type"": ""Point""}";48.87351428276209, 2.3524734053464464
2019-52;2019;Série TV;DYNASTY;Pascal Verschooris;PENINNSULA TELEVISION;244 rue de rivoli, 75001 paris;75001;2019-01-08;2019-01-10;2.32535301;48.86608341;"{""coordinates"": [2.3253530074616586, 48.86608341275533], ""type"": ""Point""}";48.86608341275533, 2.3253530074616586
2019-958;2019;Série TV;FIND ME IN PARIS Saison 3( LENA REVE D'ETOILES);Matt BLOOM, Robert BURKE, Ronan BURKE;Cottonwood media;avenue edward tuck, 75008 paris;75008;2019-08-29;2019-08-30;2.31875322;48.86498936;"{""coordinates"": [2.31875321565241, 48.86498935857505], ""type"": ""Point""}";48.86498935857505, 2.31875321565241
2018-837;2018;Long métrage;LE PRINCE OUBLIE;Michel HAZANAVICIUS;PRELUDE;1 avenue de la porte de pantin, 75019 paris;75019;2018-07-31;2018-09-01;2.39743311;48.890302;"{""coordinates"": [2.397433114132927, 48.89030199428], ""type"": ""Point""}";48.89030199428, 2.397433114132927
2018-1526;2018;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;84 rue championnet, 75018 paris;75018;2018-12-10;2018-12-12;2.34320194;48.89586915;"{""coordinates"": [2.343201935825068, 48.89586915313272], ""type"": ""Point""}";48.89586915313272, 2.343201935825068
2018-1354;2018;Téléfilm;HUGUETTE;ANTOINE GARCEAU;MON VOISIN PRODUCTIONS;14 quai de la seine, 75019 paris;75019;2018-11-06;2018-11-06;2.37149916;48.88508048;"{""coordinates"": [2.371499161092738, 48.885080476881285], ""type"": ""Point""}";48.885080476881285, 2.371499161092738
2019-1045;2019;Série TV;Emily in Paris;Darren Star;NW2020;9 rue de valois, 75001 paris;75001;2019-08-14;2019-08-14;2.338158;48.86408389;"{""coordinates"": [2.3381579997678283, 48.86408388591413], ""type"": ""Point""}";48.86408388591413, 2.3381579997678283
2018-1406;2018;Long métrage;L'INSPIRATRICE;GREGORY MAGNE;LES FILMS VELVET;rue vivienne, 75002 paris;75002;2018-11-12;2018-11-12;2.34033579;48.86935107;"{""coordinates"": [2.340335790625711, 48.869351064724455], ""type"": ""Point""}";48.869351064724455, 2.340335790625711
2018-1407;2018;Série TV;CANTABILE YOUTH;CHUN CHIEH;KOMEDIA FRANCE;13 rue alphand, 75013 paris;75013;2018-11-21;2018-11-21;2.34861375;48.82811721;"{""coordinates"": [2.3486137515217176, 48.82811720780096], ""type"": ""Point""}";48.82811720780096, 2.3486137515217176
2019-422;2019;Long métrage;BOUTCHOU;ADRIEN PIQUET-GAUTHIER ET SIMON ISTOLAINEN;PAIVA FILMS;1 rue botzaris, 75019 paris;75019;2019-04-11;2019-04-13;2.38101742;48.87647305;"{""coordinates"": [2.3810174201339076, 48.87647305121453], ""type"": ""Point""}";48.87647305121453, 2.3810174201339076
2019-1416;2019;Série TV;Emily in Paris;Darren Star;NW2020;place de l'opéra, 75009 paris;75009;2019-10-18;2019-10-18;2.33187457;48.8710898;"{""coordinates"": [2.331874565395843, 48.87108979466137], ""type"": ""Point""}";48.87108979466137, 2.331874565395843
2018-1456;2018;Long métrage;DEUX MOI;CEDRIC KLAPISCH;CE QUI ME MEUT;passage susan sontag, 75019 paris;75019;2018-11-27;2018-11-27;2.37494886;48.89762092;"{""coordinates"": [2.37494885598968, 48.89762092061614], ""type"": ""Point""}";48.89762092061614, 2.37494885598968
2019-1107;2019;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;48 rue d'orsel, 75018 paris;75018;2019-09-20;2019-09-20;2.34212026;48.88356187;"{""coordinates"": [2.3421202606450184, 48.88356186886989], ""type"": ""Point""}";48.88356186886989, 2.3421202606450184
2019-1109;2019;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;8 place charles dullin, 75018 paris;75018;2019-09-17;2019-09-17;2.3425555;48.88328496;"{""coordinates"": [2.3425554980620515, 48.883284963641515], ""type"": ""Point""}";48.883284963641515, 2.3425554980620515
2019-1116;2019;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;1 place charles dullin, 75018 paris;75018;2019-09-12;2019-09-14;2.34247348;48.88337997;"{""coordinates"": [2.3424734760864694, 48.8833799681319], ""type"": ""Point""}";48.8833799681319, 2.3424734760864694
2019-1123;2019;Long métrage;SELENE 66 QUESTIONS;JACQUELINE LENTZOU;LUXBOX;39 rue des vinaigriers, 75010 paris;75010;2019-09-11;2019-09-11;2.36163993;48.87311011;"{""coordinates"": [2.361639926379116, 48.87311010813785], ""type"": ""Point""}";48.87311010813785, 2.361639926379116
2019-1131;2019;Série TV;SERIE BARON NOIR SAISON 3;THOMAS BOURGUIGNON;KWAI;18 rue du professeur florian delbarre, 75015 paris;75015;2019-09-20;2019-09-20;2.2717886;48.83903735;"{""coordinates"": [2.271788599733324, 48.83903734915351], ""type"": ""Point""}";48.83903734915351, 2.271788599733324
2019-1132;2019;Série TV;Emily in Paris;Darren Star;NW2020;18 rue des fossés saint-jacques, 75005 paris;75005;2019-09-13;2019-09-14;2.34432732;48.84543537;"{""coordinates"": [2.344327319365055, 48.84543536929595], ""type"": ""Point""}";48.84543536929595, 2.344327319365055
2019-1373;2019;Série Web;SKAM SAISON 5 ET 6 SEMAINE 2 SUR 9;;GETEVE PRODUCTIONS;avenue de la cascade, 75019 paris;75019;2019-10-17;2019-10-18;2.38589313;48.88002119;"{""coordinates"": [2.3858931280839166, 48.88002119095879], ""type"": ""Point""}";48.88002119095879, 2.3858931280839166
2019-1374;2019;Série Web;SKAM SAISON 5 ET 6 SEMAINE 2 SUR 9;;GETEVE PRODUCTIONS;24 rue daguerre, 75014 paris;75014;2019-10-16;2019-10-16;2.32930966;48.83412805;"{""coordinates"": [2.329309662807292, 48.834128047993296], ""type"": ""Point""}";48.834128047993296, 2.329309662807292
2019-1376;2019;Série Web;SKAM SAISON 5 ET 6 SEMAINE 2 SUR 9;;GETEVE PRODUCTIONS;3 boulevard edgar quinet, 75014 paris;75014;2019-10-16;2019-10-16;2.32766042;48.83996706;"{""coordinates"": [2.3276604170729893, 48.8399670543267], ""type"": ""Point""}";48.8399670543267, 2.3276604170729893
2019-1393;2019;Série TV;NURSES;Octave RASPAIL et Nicolas HERDT;FEDERATION ENTERTAINMENT;3 rue de castiglione, 75001 paris;75001;2019-10-28;2019-10-29;2.32744623;48.86574412;"{""coordinates"": [2.327446234271998, 48.865744116039366], ""type"": ""Point""}";48.865744116039366, 2.327446234271998
2019-1400;2019;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;2 boulevard de belleville, 75020 paris;75020;2019-10-14;2019-10-14;2.38336768;48.86727047;"{""coordinates"": [2.3833676760057907, 48.86727046786658], ""type"": ""Point""}";48.86727046786658, 2.3833676760057907
2018-748;2018;Long métrage;L'ENFANT ET L'OISEAU;NICOLAS VANIER;RADAR FILMS;43 rue buffon, 75005 paris;75005;2018-07-04;2018-07-05;2.3593842;48.84200332;"{""coordinates"": [2.3593841980270653, 48.84200331953385], ""type"": ""Point""}";48.84200331953385, 2.3593841980270653
2018-757;2018;Long métrage;TANGUY 2;Etienne Chatiliez;NAC FILMS;397 rue de vaugirard, 75015 paris;75015;2018-07-13;2018-07-13;2.29030085;48.83383612;"{""coordinates"": [2.2903008545952224, 48.8338361235857], ""type"": ""Point""}";48.8338361235857, 2.2903008545952224
2018-787;2018;Long métrage;TANGUY 2;Etienne Chatiliez;NAC FILMS;rue des saules, 75018 paris;75018;2018-07-20;2018-07-20;2.33999108;48.88902172;"{""coordinates"": [2.3399910810557185, 48.88902171683421], ""type"": ""Point""}";48.88902171683421, 2.3399910810557185
2018-1470;2018;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;31 rue piat, 75020 paris;75020;2018-11-30;2018-11-30;2.38490769;48.87188405;"{""coordinates"": [2.384907687578372, 48.87188404411276], ""type"": ""Point""}";48.87188404411276, 2.384907687578372
2018-1474;2018;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;4 rue lemon, 75020 paris;75020;2018-11-30;2018-11-30;2.37837828;48.87156392;"{""coordinates"": [2.378378281082757, 48.87156391986565], ""type"": ""Point""}";48.87156391986565, 2.378378281082757
2018-1479;2018;Téléfilm;BIGGIE LA FAIM DE VIVRE;Murielle Magellan;BARJAC Production;101 rue caulaincourt, 75018 paris;75018;2018-12-04;2018-12-04;2.33875678;48.88972493;"{""coordinates"": [2.3387567793574364, 48.88972492463845], ""type"": ""Point""}";48.88972492463845, 2.3387567793574364
2018-880;2018;Série TV;EDEN;DOMINIK MOLL;ATLANTIQUE PRODUCTIONS;quai de jemmapes, 75010 paris;75010;2018-08-09;2018-08-09;2.36463505;48.87597364;"{""coordinates"": [2.3646350537874703, 48.87597363622085], ""type"": ""Point""}";48.87597363622085, 2.3646350537874703
2019-161;2019;Série TV;FAMILY BUSINESS S1;IGOR GOTESMAN;LES FILMS DU KIOSQUE;19 rue leblanc, 75015 paris;75015;2019-02-14;2019-02-14;2.27350459;48.83984924;"{""coordinates"": [2.2735045858182135, 48.839849241456555], ""type"": ""Point""}";48.839849241456555, 2.2735045858182135
2019-1436;2019;Long métrage;La pièce rapportée;Antonin Peretjatko;L'ATELIER DE PRODUCTION / LA PIECE RAPPORTEE;116 avenue du président kennedy, 75016 paris;75016;2019-10-28;2019-10-28;2.27952937;48.85214876;"{""coordinates"": [2.279529371112954, 48.85214876356913], ""type"": ""Point""}";48.85214876356913, 2.279529371112954
2019-1441;2019;Série Web;Rétro;Raphael Marriq;ARTOUS;16 rue d'hautpoul, 75019 paris;75019;2019-10-24;2019-10-25;2.38850563;48.88130467;"{""coordinates"": [2.3885056254940435, 48.88130466686047], ""type"": ""Point""}";48.88130466686047, 2.3885056254940435
2021-225;2021;Série TV;ARSENE LUPIN;Hugo Gélin;GAUMONT PRODUCTION TELEVISION;17 avenue victoria, 75001 paris;75001;2021-03-08;2021-03-09;2.34668331;48.85785555;"{""coordinates"": [2.3466833052890625, 48.85785554456757], ""type"": ""Point""}";48.85785554456757, 2.3466833052890625
2021-235;2021;Long métrage;JULIA;Olivier TREINER;WY PRODUCTIONS;rue edouard quénu, 75005 paris;75005;2021-02-26;2021-03-02;2.34963083;48.83922476;"{""coordinates"": [2.3496308349247763, 48.83922475411886], ""type"": ""Point""}";48.83922475411886, 2.3496308349247763
2021-237;2021;Téléfilm;LE SQUAT;Emmanuel Rigaut;JLA Productions;pont neuf, 75001 paris;75001;2021-03-19;2021-03-20;2.34248745;48.85849331;"{""coordinates"": [2.342487451056846, 48.85849330754624], ""type"": ""Point""}";48.85849330754624, 2.342487451056846
2021-246;2021;Série TV;MUNCH saison 4;NICOLAS GUICHETEAU;JLA PRODUCTIONS;cité dupetit-thouars, 75003 paris;75003;2021-03-15;2021-03-15;2.36245743;48.86608237;"{""coordinates"": [2.3624574312423285, 48.86608236632575], ""type"": ""Point""}";48.86608236632575, 2.3624574312423285
2021-261;2021;Long métrage;LES PASSAGERS DE LA NUIT;Mikhaël HERS;NORD OUEST FILMS / LES PASSAGERS DE LA NUIT;place dupleix, 75015 paris;75015;2021-03-10;2021-03-10;2.29557583;48.85145484;"{""coordinates"": [2.2955758291800694, 48.85145484285327], ""type"": ""Point""}";48.85145484285327, 2.2955758291800694
2020-906;2020;Série TV;Rebecca;Didier Le Pêcheurs;Elephant Story;rue du père prosper-enfantin, 75020 paris;75020;2020-11-26;2020-11-26;2.40759538;48.86506311;"{""coordinates"": [2.4075953835041406, 48.8650631097197], ""type"": ""Point""}";48.8650631097197, 2.4075953835041406
2021-1638;2021;Série TV;DETOX;Marie Jardillier;CHAPKA TV;6 rue pierre fontaine, 75009 paris;75009;2021-11-08;2021-11-08;2.33492477;48.88077351;"{""coordinates"": [2.3349247680086895, 48.88077351300362], ""type"": ""Point""}";48.88077351300362, 2.3349247680086895
2021-1643;2021;Long métrage;LE PARFUM VERT;Nicolas Pariser;BIZIBI;galerie de montpensier, 75001 paris;75001;2021-11-15;2021-11-16;2.33666712;48.86413408;"{""coordinates"": [2.3366671197109308, 48.86413408042733], ""type"": ""Point""}";48.86413408042733, 2.3366671197109308
2021-1391;2021;Série TV;MISKINA;Melha BEDIA et Anthony MARCIANO;QUAD SERVICES;rue irénée blanc, 75020 paris;75020;2021-09-28;2021-09-28;2.40761997;48.8655822;"{""coordinates"": [2.4076199744352147, 48.86558219508507], ""type"": ""Point""}";48.86558219508507, 2.4076199744352147
2021-1395;2021;Long métrage;Pour la France;Rachid Hami;MIZAR FILMS;16 rue du repos, 75020 paris;75020;2021-09-29;2021-09-29;2.39083731;48.85978936;"{""coordinates"": [2.3908373126535376, 48.859789355660766], ""type"": ""Point""}";48.859789355660766, 2.3908373126535376
2021-1404;2021;Long métrage;DISCO BOY;Giacomo Abbruzzese;LES FILMS GRAND HUIT;square barye, 75004 paris;75004;2021-09-30;2021-10-01;2.35973391;48.85017187;"{""coordinates"": [2.3597339124346854, 48.850171865832024], ""type"": ""Point""}";48.850171865832024, 2.3597339124346854
2021-1422;2021;Série TV;NOTRE-DAME, LA PART DU FEU;HERVÉ HADMAR;CHEYENNE FEDERATION;25 rue philippe de girard, 75010 paris;75010;2021-10-01;2021-10-02;2.36148599;48.88347381;"{""coordinates"": [2.3614859937649997, 48.88347380835076], ""type"": ""Point""}";48.88347380835076, 2.3614859937649997
2021-1687;2021;Série TV;TIKKOUN;XAVIER GIANNOLI;CURIOSA FILMS;19 boulevard des italiens, 75002 paris;75002;2021-12-04;2021-12-04;2.33646296;48.8711921;"{""coordinates"": [2.3364629643174646, 48.871192095092304], ""type"": ""Point""}";48.871192095092304, 2.3364629643174646
2021-1697;2021;Série TV;L'HOMME DE NOS VIES;FREDERIC BERTHE;SIBARO FILMS;6 rue de phalsbourg, 75017 paris;75017;2021-11-19;2021-11-19;2.30914705;48.88149527;"{""coordinates"": [2.3091470536719596, 48.88149526824765], ""type"": ""Point""}";48.88149526824765, 2.3091470536719596
2021-1431;2021;Série TV;NOTRE-DAME, LA PART DU FEU;HERVÉ HADMAR;CHEYENNE FEDERATION;11 quai de conti, 75006 paris;75006;2021-10-05;2021-10-06;2.33919972;48.85674623;"{""coordinates"": [2.3391997154871658, 48.856746230315906], ""type"": ""Point""}";48.856746230315906, 2.3391997154871658
2021-1443;2021;Long métrage;LE PARFUM VERT;Nicolas Pariser;BIZIBI;10 rue frédéric sauton, 75005 paris;75005;2021-10-22;2021-10-22;2.34897142;48.85095308;"{""coordinates"": [2.3489714225247007, 48.85095307658096], ""type"": ""Point""}";48.85095307658096, 2.3489714225247007
2021-1458;2021;Série Web;SKAM FRANCE 9 ET 10 SEMAINE 4 TOURNAGE;SHIRLEY MONSARRAT;GETEVE PRODUCTIONS;parc de choisy(anc. square de choisy), 75013 paris;75013;2021-10-12;2021-10-12;2.35993656;48.82923576;"{""coordinates"": [2.3599365553920957, 48.829235754112176], ""type"": ""Point""}";48.829235754112176, 2.3599365553920957
2021-103;2021;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;2 rue vulpian, 75013 paris;75013;2021-02-23;2021-02-23;2.34671249;48.83247014;"{""coordinates"": [2.346712487119021, 48.83247013571884], ""type"": ""Point""}";48.83247013571884, 2.346712487119021
2021-118;2021;Long métrage;JULIA;Olivier TREINER;WY PRODUCTIONS;80 avenue de la grande armée, 75017 paris;75017;2021-02-12;2021-02-13;2.28451826;48.87748351;"{""coordinates"": [2.2845182566254594, 48.877483509066685], ""type"": ""Point""}";48.877483509066685, 2.2845182566254594
2021-121;2021;Long métrage;Une Femme de Notre Temps;Jean Paul Civeyrac;MOBY DICK FILMS;avenue georges mandel, 75116 paris;75116;2021-02-17;2021-02-17;2.27874104;48.86380245;"{""coordinates"": [2.2787410413953033, 48.86380244579757], ""type"": ""Point""}";48.86380244579757, 2.2787410413953033
2021-1481;2021;Long métrage;Les Cyclades;Marc Fitoussi;AVENUE B PRODUCTIONS;villa collet, 75014 paris;75014;2021-11-18;2021-11-19;2.31481448;48.82754306;"{""coordinates"": [2.314814476982444, 48.827543061827875], ""type"": ""Point""}";48.827543061827875, 2.314814476982444
2021-1496;2021;Long métrage;REVOIR PARIS;ALICE WINOCOUR;DHARAMSALA;rue du ranelagh, 75016 paris;75016;2021-10-19;2021-10-20;2.27305889;48.85483427;"{""coordinates"": [2.2730588897600255, 48.85483426962762], ""type"": ""Point""}";48.85483426962762, 2.2730588897600255
2021-1501;2021;Série TV;DETOX;Marie Jardillier;CHAPKA TV;rue des maronites, 75020 paris;75020;2021-10-18;2021-10-18;2.38281259;48.86779383;"{""coordinates"": [2.3828125939427083, 48.867793828322235], ""type"": ""Point""}";48.867793828322235, 2.3828125939427083
2021-1514;2021;Long métrage;MATZ;David Fincher;LM2021;quai de la marne, 75019 paris;75019;2021-10-11;2021-10-12;2.38307699;48.88989684;"{""coordinates"": [2.383076987550223, 48.889896835016714], ""type"": ""Point""}";48.889896835016714, 2.383076987550223
2016-844;2016;Série TV;LE BUREAU DES LEGENDES/SAISON 2;ERIC ROCHANT;THE OLIGARCHS PRODUCTIONS;141  BOULEVARD  MORTIER;75020;2016-11-26;2016-11-26;2.408085;48.873996;"{""coordinates"": [2.408084999380447, 48.87399600020229], ""type"": ""Point""}";48.87399600020229, 2.408084999380447
2016-858;2016;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;RUE  HENRI DE JOUVENEL;75006;2016-08-30;2016-08-30;2.333965;48.850325;"{""coordinates"": [2.3339649998355982, 48.850324999664245], ""type"": ""Point""}";48.850324999664245, 2.3339649998355982
2016-867;2016;Long métrage;WAR MACHINE;DAVID MICHOD;FIRSTEP;PARC  DU CHAMP DE MARS;75007;2016-01-30;2016-01-30;2.304772;48.854395;"{""coordinates"": [2.304771999661775, 48.85439499973488], ""type"": ""Point""}";48.85439499973488, 2.304771999661775
2016-875;2016;Long métrage;MARYLINE;GUILLAUME GALLIENNE;LGM FILMS;3  RUE  BACHAUMONT;75002;2016-10-11;2016-10-11;2.34652;48.865846;"{""coordinates"": [2.3465200000700532, 48.86584599974929], ""type"": ""Point""}";48.86584599974929, 2.3465200000700532
2016-876;2016;Long métrage;LA NUIT A DEVORE LE MONDE;DOMINIQUE ROCHER;HAUT ET COURT;25  AVENUE  DE L'OBSERVATOIRE;75006;2016-10-28;2016-10-28;2.337469;48.841911;"{""coordinates"": [2.3374690004032606, 48.841910999992116], ""type"": ""Point""}";48.841910999992116, 2.3374690004032606
2021-1766;2021;Série TV;Lupin - Saison 2;Ludovic BERNARD;Gaumont Production Télévision;2 place du colonel fabien, 75019 paris;75019;2021-12-03;2021-12-03;2.37091093;48.8777962;"{""coordinates"": [2.3709109280142617, 48.877796202263156], ""type"": ""Point""}";48.877796202263156, 2.3709109280142617
2021-1526;2021;Série TV;DESORDRES;Florence Foresti;ICONOCLAST;109 rue de turenne, 75003 paris;75003;2021-10-25;2021-10-30;2.36441082;48.86236221;"{""coordinates"": [2.364410819533496, 48.86236220554919], ""type"": ""Point""}";48.86236220554919, 2.364410819533496
2016-2414;2016;Long métrage;PLONGER;MELANIE LAURENT;MOVE MOVIE;RUE  HEROLD;75001;2016-05-03;2016-05-03;2.341557;48.864965;"{""coordinates"": [2.3415569997911914, 48.86496500002577], ""type"": ""Point""}";48.86496500002577, 2.3415569997911914
2016-2418;2016;Long métrage;LE RIRE DE MA MERE;COLOMBE SAVIGNAC;LOMA NASHA PRODUCTION;105  BOULEVARD  SAINT MICHEL;75006;2016-07-06;2016-07-06;2.340826;48.847681;"{""coordinates"": [2.3408259998038767, 48.847680999578806], ""type"": ""Point""}";48.847680999578806, 2.3408259998038767
2016-2420;2016;Long métrage;JOUR J;REEM KHERICI;MANDARIN FILMS;59  BOULEVARD  PEREIRE;75017;2016-07-25;2016-07-29;2.305925;48.887243;"{""coordinates"": [2.305925000100911, 48.88724299994499], ""type"": ""Point""}";48.88724299994499, 2.305925000100911
